acc_f,acc_t,ece_f,ece_t,auroc_f,auroc_t
0.046049442559379546,0.046239961061085424,0.7799155761244455,0.7797668109441448,0.4586435601198118,0.4583862693221954
0.031022782355792537,0.046242774566473986,0.6302637612457074,0.7150343867567922,0.6628470485242621,0.523739346590909
0.0021812893843916625,0.018711018711018712,0.24385864985993894,0.22673039394672845,0.6583542493185437,0.7062146892655367
0.0019389238972370335,0.017467248908296942,0.24313393043163642,0.2341259965128123,0.6592702768334142,0.6669444444444445
